NFT No,File Path,Name,Size (KB),CRC Value,NFT ID,Containment Field,Containment Field ID,Containment Field %,Heart Humidor,Heart Humidor ID,Heart Humidor %,Brain Bucket,Brain Bucket ID,Brain Bucket %,Exhaust Spout,Exhaust Spout ID,Exhaust Spout %,Aroma Nozzle,Aroma Nozzle ID,Aroma Nozzle %,Rarity Score,Listing Price,Rarity Type,Rarity Counts,Description,Listed on OpenSea?,Contract Address,token_id
121,C:\Users\Tynan\Documents\layer.bot\nfts\#121,#121,809489,43439386,9cd239c33ce64971,Solid,8800220088002200,0.0817,Tee,add23dc219e68b34,0.0223,Smiley,e4c69b396d666483,0.0177,Lids,e9698e9696963349,0.0163,Widget,ed6d9292266c9999,0.0148,4145.24954402255,0.005,OEM,5844,"Chopzy#121 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
122,C:\Users\Tynan\Documents\layer.bot\nfts\#122,#122,1445298,5814064F,b4c41be13fc60d63,Solid,88ed770a886f66c6,0.0106,Tin,bdc23fe4c22dd248,0.218,Tongue,e48e9b3986666633,0.011,Tin,b03030c6cfcfcbc9,0.1923,Large,ea6a95916a6e9591,0.0327,68819.35599729198,0.005,OEM,5844,"Chopzy#122 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
123,C:\Users\Tynan\Documents\layer.bot\nfts\#123,#123,1697607,3FA7994D,a46c5bd296cc2d71,Glow,94926b4f661c3a73,0.0356,Tin,bdc23fe4c22dd248,0.218,Widget,bcc09f71e11e6037,0.0087,Cowboy,ad69c3c2969c3c69,0.0152,Nozzle Port,e626999966669999,0.0411,3135.102082685935,0.005,OEM,5844,"Chopzy#123 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
124,C:\Users\Tynan\Documents\layer.bot\nfts\#124,#124,1631071,4831A902,d09c4b3d783e6427,Glow,95947ade6a5a2968,0.0122,Tee,bfc02f30c22db2cb,0.0148,Cancer Stick,e4c69b3965663493,0.0177,Painted,b632c1c1c93ececc,0.1098,Average,ed6c92926d6c9293,0.5773,87372.458537693,0.005,OEM,5844,"Chopzy#124 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
100% of TinMania! proceeds from the 'Cancer Stick' trait are donated to the [GO2 Foundation](https://go2foundation.org/get-involved/donate-cryptocurrency/) for Lung Cancer.",no,,
125,C:\Users\Tynan\Documents\layer.bot\nfts\#125,#125,657200,3959C671,e666c919331ecc66,Solid,cc993366cc993366,0.0112,Shirt,b7c03dc24db22fd0,0.0233,Say Aaah,e4929b6d663031e7,0.0053,Striped,b632c1c9c91ececc,0.0248,Average,ed6c92926d6c9293,0.5773,267653.4328999764,0.005,OEM,5844,"Chopzy#125 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
126,C:\Users\Tynan\Documents\layer.bot\nfts\#126,#126,1041644,CFAECB2F,94cc3be13d660c73,Glow,95946a6a6f6a7a22,0.0109,Tin,bdc23fe4c22dd248,0.218,Striped,e4c69b396d2466c3,0.0127,Tin,b03030c6cfcfcbc9,0.1923,Flames,ed6c92926d6d9292,0.0884,24756.284170971547,0.005,OEM,5844,"Chopzy#126 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
127,C:\Users\Tynan\Documents\layer.bot\nfts\#127,#127,1483360,FB0DE369,b3b09acc9bcccc64,Glow,809124cb66b96f9f,0.0102,Tattoo,bdc23fa4c22dd249,0.0213,Big Grin,e4b39bcd663031c3,0.008,Lids,e3339b9acccc6c30,0.0148,Average,ed6c92926d6c9293,0.5773,11474.573584191377,0.005,OEM,5844,"Chopzy#127 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
128,C:\Users\Tynan\Documents\layer.bot\nfts\#128,#128,1762086,34DF1E6B,b5c01bc44fce1d33,Curlies,95c52ac6298f6f0b,0.0127,Tattoo,bdc23fa4c22dd249,0.0213,Say Aaah,e4ce9b31666c6623,0.0133,Lids,e131949ececb6992,0.0136,Flames,cc44b3a94c56b3ab,0.0144,402063.7126241573,0.005,OEM,5844,"Chopzy#128 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
129,C:\Users\Tynan\Documents\layer.bot\nfts\#129,#129,1504741,DC44FE5C,96cc3be139e60c63,Glow,94926b4f661c3a73,0.0356,Tin,bdc23fe4c22dd248,0.218,Widget,e4c69b396c2666c3,0.0107,Blank,8000000000000000,1,Bent,ed24929b6d64929b,0.0211,6106.762824568337,0.005,OEM,5844,"Chopzy#129 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
130,C:\Users\Tynan\Documents\layer.bot\nfts\#130,#130,1009476,A36126A2,e43cd392d60e0d79,Solid,cccc3333cccc3333,0.013,Tee,bfc00f34c32dd24b,0.0253,Smiley,e4c69b396c666683,0.0513,Cowboy,ad69c3c2969c3c69,0.0152,Average,ed6c92926d6c9293,0.5773,133.24627909765618,0.005,OEM,5844,"Chopzy#130 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
131,C:\Users\Tynan\Documents\layer.bot\nfts\#131,#131,1151308,41FF22BA,f23cc32cd232c967,Solid,88ed770a886f66c6,0.0106,Tee,bfc00f34c32dd24b,0.0253,Bummed,a4c79b6d643231c7,0.0053,Blank,8000000000000000,1,Large,ea6a95916a6e9591,0.0327,2885.0037505048754,0.005,OEM,5844,"Chopzy#131 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
132,C:\Users\Tynan\Documents\layer.bot\nfts\#132,#132,1358782,145D77E,c7c6199839668f66,Curlies,9457a866893add2b,0.0119,Tin,bdc23fe4c22dd248,0.218,Bummed,a4c79b5d643231c7,0.0113,Striped,b632c1c9c91ececc,0.0248,Average,ed6c92926d6c9293,0.5773,26924.230918810365,0.005,OEM,5844,"Chopzy#132 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
133,C:\Users\Tynan\Documents\layer.bot\nfts\#133,#133,1557711,EC77CF0,93c01fcc3b623c76,Glow,95956a5e6a7a292a,0.0136,Tin,bdc23fe4c22dd248,0.218,Smiley,e4929b6d653231d3,0.005,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,3038.2517469484396,0.005,OEM,5844,"Chopzy#133 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
134,C:\Users\Tynan\Documents\layer.bot\nfts\#134,#134,1587659,20869B12,928f3bcf70668c26,Glow,94926b4f661c3a73,0.0356,Tee,bfc02db4c02df04f,0.0136,Soop,e4869b39653066cf,0.0053,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,18605.02474254943,0.005,OEM,5844,"Chopzy#134 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
135,C:\Users\Tynan\Documents\layer.bot\nfts\#135,#135,1199881,275A7D5C,e3c29d8439e26e66,Stripez,8ad02cf9c44bec3b,0.0123,Tin,bdc23fe4c22dd248,0.218,Tongue,e4969a69233666cd,0.0053,Striped,b632c1c9c91ececc,0.0248,Widget,ca4ab5b5664ad549,0.0092,1634552.5473860707,0.005,OEM,5844,"Chopzy#135 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
136,C:\Users\Tynan\Documents\layer.bot\nfts\#136,#136,1256695,1AF4C104,b4cc9bc02de23db2,Stripez,8aed88efc017c566,0.0123,Tattoo,bdc23fe4c22d9249,0.0142,Striped,e4c69b396d2466c3,0.0127,Painted,b632c1c1c93ececc,0.1098,Flames,ed6c92926d6d9292,0.0884,589864.0645239105,0.005,OEM,5844,"Chopzy#136 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
137,C:\Users\Tynan\Documents\layer.bot\nfts\#137,#137,1785952,D1497FD9,b1e01bcc4cce6d36,Glow,95957ade6a5a2928,0.0094,Tin,bdc23fe4c22dd248,0.218,Bummed,e4c69b396c2626cd,0.0297,Lids,e3339b9acccc6c30,0.0148,Average,ed6c92926d6c9293,0.5773,57115.28916589501,0.005,OEM,5844,"Chopzy#137 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
138,C:\Users\Tynan\Documents\layer.bot\nfts\#138,#138,1705156,75E4E511,b3c29bcc3be20d64,Curlies,ebaa56199ce64646,0.0127,Tin,bdc23fe4c22dd248,0.218,Bummed,a4c79b5d643231c7,0.0113,Painted,b03030cfcfcbcb31,0.0072,Large,ea6a95916a6e9591,0.0327,1534120.7226351707,0.005,OEM,5844,"Chopzy#138 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
139,C:\Users\Tynan\Documents\layer.bot\nfts\#139,#139,1160800,97F8E498,d3e439cc33708e66,Glow,d0922f6dbe103973,0.0119,Tin,bdc23fe4c22dd248,0.218,Soop,e5929acd613066cf,0.007,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,667.720926786497,0.005,OEM,5844,"Chopzy#139 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
140,C:\Users\Tynan\Documents\layer.bot\nfts\#140,#140,1507421,31A73B36,b3cc1be139c63c32,Glow,c59e3a682b652d74,0.012,Tin,bdc23fe4c22dd248,0.218,Big Grin,e4ce9b31656c6493,0.0137,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,3443.3519798748985,0.005,OEM,5844,"Chopzy#140 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
141,C:\Users\Tynan\Documents\layer.bot\nfts\#141,#141,623121,B193A297,b437cacc33b16863,Solid,8800220088002200,0.0817,Shirt,b7c83dc249b22fd0,0.0217,Smiley,e4939bcd663231c3,0.0067,Blank,8000000000000000,1,Magnum,ee6491914e66b599,0.0142,70.4225352112676,0.005,OEM,5844,"Chopzy#141 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
142,C:\Users\Tynan\Documents\layer.bot\nfts\#142,#142,1714060,E9BF0D22,c1bc2f619c6ee131,Curlies,d4952a662d3a3da9,0.0138,Tee,bfc02fb0c32db249,0.0158,Vape,b4ce9b31cd306639,0.0077,Lids,e131949ececb6992,0.0136,Average,ed6c92926d6c9293,0.5773,584148.6277037438,0.005,OEM,5844,"Chopzy#142 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
143,C:\Users\Tynan\Documents\layer.bot\nfts\#143,#143,1404415,3B3ABCBA,b4c31bcd38ce3c32,Glow,95957a5e6a5a286a,0.013,Tee,bfc02db4c02df04f,0.0136,Tongue,e49e9b7186646633,0.0187,Painted,b03030cecfcfcb89,0.0658,Average,ed6c92926d6c9293,0.5773,148898.48817456665,0.005,OEM,5844,"Chopzy#143 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
144,C:\Users\Tynan\Documents\layer.bot\nfts\#144,#144,1040555,9BC753E,b3e21bcc9cc62d64,Solid,8800220088002200,0.0817,Tin,bdc23fe4c22dd248,0.218,Bummed,e4c69b396d3232cc,0.0053,Lids,e3339b9acccc6c30,0.0148,Average,ed6c92926d6c9293,0.5773,536.8837181594131,0.005,OEM,5844,"Chopzy#144 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
145,C:\Users\Tynan\Documents\layer.bot\nfts\#145,#145,1455302,2F8ABBF2,a4cc1bd16d661db2,Glow,94906b4f661c7a73,0.0141,Tin,bdc23fe4c22dd248,0.218,Big Grin,e4c69b396c66268b,0.009,Tin,b03030c6cfcfcbc9,0.1923,Flames,ed6c92926d6d9292,0.0884,19137.83669954538,0.005,OEM,5844,"Chopzy#145 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
146,C:\Users\Tynan\Documents\layer.bot\nfts\#146,#146,1837677,8F9FD776,84cb1b316fcc6c33,Glow,95856a8f6a1e293e,0.012,Tee,afc03f2798e22d98,0.019,Say Aaah,e4ce9b31664c6633,0.005,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,750.6507316127278,0.005,OEM,5844,"Chopzy#146 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
147,C:\Users\Tynan\Documents\layer.bot\nfts\#147,#147,1616012,465FBAA1,b8dc3bcd0de21962,Curlies,ebaa56199ce64646,0.0127,Tin,bdc23fe4c22dd248,0.218,Striped,e4c69b39656466c3,0.0143,Soop,ba3ac1c1c13ececc,0.013,Average,ed6c92926d6c9293,0.5773,48127.674311080045,0.005,OEM,5844,"Chopzy#147 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
148,C:\Users\Tynan\Documents\layer.bot\nfts\#148,#148,873734,B7BB9A5,b1e39eca4ec64931,Solid,89ad07a50dc537cb,0.0136,Shirt,b7c83dc249b22fd0,0.0217,Tats,e4869b39666631d3,0.006,Lids,e131909ececf6991,0.0123,Sneeze,cab4954b6ab4995a,0.0095,629263.2585768583,0.005,OEM,5844,"Chopzy#148 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
149,C:\Users\Tynan\Documents\layer.bot\nfts\#149,#149,948600,A4E053AF,e4c13b9a4cc61db3,Stripez,8ad02cf9c44bec3b,0.0123,Painted,add22dd2c23dd249,0.0156,Big Grin,e4c69b3965646693,0.034,Lids,e131949ececf6990,0.0478,Flames,ec4493bb6c4492bb,0.0077,14159622.282900171,0.005,OEM,5844,"Chopzy#149 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
150,C:\Users\Tynan\Documents\layer.bot\nfts\#150,#150,1118193,F695347A,9ccc336137c68d63,Solid,8800220088002200,0.0817,Tin,bdc23fe4c22dd248,0.218,Widget,bcc29f3d061e6037,0.0053,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,41.32022375849878,0.005,OEM,5844,"Chopzy#150 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
151,C:\Users\Tynan\Documents\layer.bot\nfts\#151,#151,1435072,84B88162,b3c21fcc39e22cb4,Glow,95957a5e6a5a2a68,0.0108,Tin,bdc23fe4c22dd248,0.218,Big Grin,e4869b39613626cf,0.007,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,3825.9466443054416,0.005,OEM,5844,"Chopzy#151 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
152,C:\Users\Tynan\Documents\layer.bot\nfts\#152,#152,972648,72288A2C,b4ca63c93c321de5,Solid,8800220088002200,0.0817,Painted,add22dd2c23dd249,0.0156,Big Grin,e4c69b39643631ce,0.0067,Beanie,bc34c3c3983cc3d3,0.0413,Average,ed6c92926d6c9293,0.5773,2688.585131106864,0.005,OEM,5844,"Chopzy#152 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
153,C:\Users\Tynan\Documents\layer.bot\nfts\#153,#153,982057,48CF8FA2,e4c29b986c623fa6,Stripez,88e45b10db478e77,0.0114,Tee,bfc02fb0c32db249,0.0158,Big Grin,e4c69b396c66268e,0.0073,Painted,b632c1c1c93ececc,0.1098,Flames,ec4493bb6c4492bb,0.0077,6566667.044381354,0.005,OEM,5844,"Chopzy#153 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
154,C:\Users\Tynan\Documents\layer.bot\nfts\#154,#154,1205748,BD6E0672,a4c61b936972cea6,Flower Fun,95d72b613b607ce0,0.0241,Shirt,b7c03dc24db22fd0,0.0233,Soop,e4c69b39653066c7,0.005,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,3084.7891088090223,0.005,OEM,5844,"Chopzy#154 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
155,C:\Users\Tynan\Documents\layer.bot\nfts\#155,#155,1383723,E5EE5DD9,b2c29fc43bc21d72,Stripz,826da05d862ffa2b,0.013,Tin,bdc23fe4c22dd248,0.218,Tongue,e5929a6d66307167,0.013,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,3178.478750653752,0.005,OEM,5844,"Chopzy#155 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
156,C:\Users\Tynan\Documents\layer.bot\nfts\#156,#156,1950293,9DDFDB00,d4cc1b713be68c31,Curlies,c4f42b862b993d99,0.0122,Tin,bdc23fe4c22dd248,0.218,Big Grin,e4c69b3965646693,0.034,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,3386.903586762194,0.005,OEM,5844,"Chopzy#156 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
157,C:\Users\Tynan\Documents\layer.bot\nfts\#157,#157,1484668,DF011A1D,a0d31ed20cce6db3,Stripz,826da05d862ffa2b,0.013,Shirt,b6c33cc32dd22fc0,0.0183,Big Grin,e4ce9b31656c64c3,0.0067,Lids,e131949ececf6990,0.0478,Average,ed6c92926d6c9293,0.5773,2787.5790606204223,0.005,OEM,5844,"Chopzy#157 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
158,C:\Users\Tynan\Documents\layer.bot\nfts\#158,#158,1032616,8BE07A20,b7c61bc03dc62cf0,Solid,cccc3333cccc3333,0.013,Tin,bdc23fe4c22dd248,0.218,Smiley,e4c69b396c666683,0.0513,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,3178.478750653752,0.005,OEM,5844,"Chopzy#158 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
159,C:\Users\Tynan\Documents\layer.bot\nfts\#159,#159,1500458,149F9E91,b4986bc33cb63c62,Glow,94906b4f661c7a73,0.0141,Painted,add22dd2c23dd249,0.0156,Big Grin,e4c69b396c66268b,0.009,Beanie,bc34c3c3983cc3d3,0.0413,Magnum,ee6491914e66b599,0.0142,7752073.699870106,0.005,OEM,5844,"Chopzy#159 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
160,C:\Users\Tynan\Documents\layer.bot\nfts\#160,#160,1145276,4D78E33F,e4c36899389e2f66,Solid,8800220088002200,0.0817,Shirt,b6c33cc32dd22fc0,0.0183,Say Aaah,e48e9b7167246633,0.0053,Painted,b632c1c1c93ececc,0.1098,Flames,cc44b3a94c56b3ab,0.0144,632.4630641570533,0.005,OEM,5844,"Chopzy#160 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
161,C:\Users\Tynan\Documents\layer.bot\nfts\#161,#161,949355,9860E9A7,a527da719186cc73,Solid,8800220088002200,0.0817,Shirt,afd02f36c22dd249,0.0197,Big Grin,e4ce9b31616c64d3,0.0093,Tin,b03030c6cfcfcbc9,0.1923,Sneeze,ec6c93926c6c9393,0.0239,217.58192503432352,0.005,OEM,5844,"Chopzy#161 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
162,C:\Users\Tynan\Documents\layer.bot\nfts\#162,#162,1615675,A9BE8F73,a5c83bf016c69e33,Glow,94906b4f661c7a73,0.0141,Tin,bdc23fe4c22dd248,0.218,Say Aaah,e4ce9b31664c6663,0.0073,Poppies,f9694c86969696b2,0.0109,Flames,ed6c92926d6d9292,0.0884,337633.5777360162,0.005,OEM,5844,"Chopzy#162 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
163,C:\Users\Tynan\Documents\layer.bot\nfts\#163,#163,999657,96FB5473,b3c68b993ba60c66,Solid,8800220088002200,0.0817,Tin,bdc23fe4c22dd248,0.218,Tats,e4869b39666631d3,0.006,Painted,b632c1c1c93ececc,0.1098,Average,ed6c92926d6c9293,0.5773,72.36683997048556,0.005,OEM,5844,"Chopzy#163 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
164,C:\Users\Tynan\Documents\layer.bot\nfts\#164,#164,1328488,7FCFCC13,9cc4b3c919e68d65,Glow,8080bf2ec2fb95cb,0.0136,Tin,bdc23fe4c22dd248,0.218,Widget,e4c69b396c2666c3,0.0107,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,584.2558109381849,0.005,OEM,5844,"Chopzy#164 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
165,C:\Users\Tynan\Documents\layer.bot\nfts\#165,#165,1656986,7BFEC57F,94cc1b317b6e2c33,Glow,95947a5e6a5a296a,0.0114,Tin,bdc23fe4c22dd248,0.218,Say Aaah,e4ce9b31664c6633,0.005,Blank,8000000000000000,1,Large,ea6a95916a6e9591,0.0327,12305.263059452633,0.005,OEM,5844,"Chopzy#165 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
166,C:\Users\Tynan\Documents\layer.bot\nfts\#166,#166,1582335,D4E73E6B,d03c4fc733183c67,Glow,c2872fab353d3434,0.0127,Shirt,b7c83dc249b22fd0,0.0217,Say Aaah,e4929b6d66303367,0.0073,Beanie,bc34c3c3983cc3d3,0.0413,Average,ed6c92926d6c9293,0.5773,3302.5140193123684,0.005,OEM,5844,"Chopzy#166 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
167,C:\Users\Tynan\Documents\layer.bot\nfts\#167,#167,792931,2529A0E2,cc863b71989ee531,Solid,8800220088002200,0.0817,Shirt,b7c03dc24db22fd0,0.0233,Vape,a4ce9b31cd326639,0.013,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,74.34341752229744,0.005,OEM,5844,"Chopzy#167 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
168,C:\Users\Tynan\Documents\layer.bot\nfts\#168,#168,994987,84E74188,c5c41bf467649933,Glow,95946a6a6a286f6d,0.0106,Tin,bdc23fe4c22dd248,0.218,Say Aaah,e5929a6967346663,0.0067,Tin,b03030c6cfcfcbc9,0.1923,Flames,ed6c92926d6d9292,0.0884,25456.933722980175,0.005,OEM,5844,"Chopzy#168 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
169,C:\Users\Tynan\Documents\layer.bot\nfts\#169,#169,1368820,C5C1A1B,b4c61bf30d966d30,Curlies,94c12ac31bdf634e,0.0133,Shirt,b7c03dc24db22fd0,0.0233,Vape,a4ce9b31cd326639,0.013,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,29067.762042507766,0.005,OEM,5844,"Chopzy#169 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
170,C:\Users\Tynan\Documents\layer.bot\nfts\#170,#170,1303808,B363490D,95c41b9539cecc71,Glow,95812b926139df76,0.0122,Tin,bdc23fe4c22dd248,0.218,Big Grin,e4ce9b31616c64d3,0.0093,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,3386.903586762194,0.005,OEM,5844,"Chopzy#170 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
171,C:\Users\Tynan\Documents\layer.bot\nfts\#171,#171,1581123,B96E3818,b3c21fc03dc63c72,Glow,95957a5e6a782938,0.0112,Tin,bdc23fe4c22dd248,0.218,Big Grin,e4ce9b31656c6493,0.0137,Painted,b03030cecfcfcb89,0.0658,Average,ed6c92926d6c9293,0.5773,10781.967852745487,0.005,OEM,5844,"Chopzy#171 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
172,C:\Users\Tynan\Documents\layer.bot\nfts\#172,#172,1230445,CABD1739,acc32dd33cc64d61,Stripez,8aeb93998b3d8c23,0.0136,Tee,bdc22db2c92d32c3,0.0407,Smiley,e4869b396d662693,0.013,Tin,b03030c6cfcfcbc9,0.1923,Bent,ed24929b6d64929b,0.0211,18121.717341512172,0.005,OEM,5844,"Chopzy#172 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
173,C:\Users\Tynan\Documents\layer.bot\nfts\#173,#173,613112,254944F1,b339cccc3331cc66,Solid,8800220088002200,0.0817,Tee,bfc02f34c22df20b,0.0234,Soop,e4939bcd653032c7,0.004,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,74.025710609809,0.005,OEM,5844,"Chopzy#173 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
174,C:\Users\Tynan\Documents\layer.bot\nfts\#174,#174,1362612,6A4060A9,b4ce1be139c62c66,Flower Fun,95d72b613b607ce0,0.0241,Tin,bdc23fe4c22dd248,0.218,Tongue,e49e9b7186646633,0.0187,Striped,b632c1c9c91ececc,0.0248,Average,ed6c92926d6c9293,0.5773,13294.5372586657,0.005,OEM,5844,"Chopzy#174 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
175,C:\Users\Tynan\Documents\layer.bot\nfts\#175,#175,1443397,54438CEB,97cc1bd16d661c32,Glow,94926b4f661c3a73,0.0356,Tin,bdc23fe4c22dd248,0.218,Striped,e4869b396d2636c3,0.0073,Tin,b03030c6cfcfcbc9,0.1923,Flames,ed6c92926d6d9292,0.0884,7579.873524258141,0.005,OEM,5844,"Chopzy#175 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
176,C:\Users\Tynan\Documents\layer.bot\nfts\#176,#176,1388636,382DE495,a4861bc36df07cb2,Glow,95957a5e6a782938,0.0112,Shirt,b7c03dc24db22fd0,0.0233,Say Aaah,e4ce9b31664c6663,0.0073,Tilted,b633c1c1c83ececc,0.0122,Average,ed6c92926d6c9293,0.5773,544082.3881901159,0.005,OEM,5844,"Chopzy#176 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
177,C:\Users\Tynan\Documents\layer.bot\nfts\#177,#177,1269009,FF8FB4A3,84c619f379c66c36,Glow,95956a5e6a7a292a,0.0136,Tee,add23dc219e68b34,0.0223,Widget,b4c09f71e31e6037,0.0063,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,127.3677667845243,0.005,OEM,5844,"Chopzy#177 is seen as OEM in TinMania.
There exists only 5844 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
