NFT No,File Path,Name,Size (KB),CRC Value,NFT ID,Containment Field,Containment Field ID,Containment Field %,Heart Humidor,Heart Humidor ID,Heart Humidor %,Brain Bucket,Brain Bucket ID,Brain Bucket %,Exhaust Spout,Exhaust Spout ID,Exhaust Spout %,Aroma Nozzle,Aroma Nozzle ID,Aroma Nozzle %,Rarity Score,Listing Price,Rarity Type,Rarity Counts,Description,Listed on OpenSea?,Contract Address,token_id
1415,C:\Users\twintersx\Documents\layer.bot\finals\#1415.PNG,#1415,775810,374791BB,b09a4fc9393364e6,Glow,95947a5e685d2276,0.0097,Tee,bfc02f30c82fb0cb,0.0072,Big Grin,e4c69b19646631db,0.0039,Painted,b232c1c9c93ececc,0.0345,Average,ed6c92926d6c9293,0.5773,184336148.73701128,0.005,Luxury,147,"#1415 is seen as LUXURY in TinMania.
There exists only 147 LUXURY Chopzies in the entire metaverse of TinMania.  
",no,,
804,C:\Users\twintersx\Documents\layer.bot\finals\#804.PNG,#804,840963,ADA25B6A,cccc973133360d67,Solid,8800220088002200,0.0817,Tee,bfc02f34c22df20b,0.0234,Cancer Stick,e4869b3965663693,0.0073,Lids,e0649c9e9bcb6386,0.0136,Widget,ed6d9292266c9999,0.0148,212316.388786977,0.005,OEM,1515,"#804 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
100% of TinMania! proceeds from the 'Cancer Stick' trait are donated to the [GO2 Foundation](https://go2foundation.org/get-involved/donate-cryptocurrency/) for Lung Cancer.",no,,
1066,C:\Users\twintersx\Documents\layer.bot\finals\#1066.PNG,#1066,1008999,33193852,ccd82dd133c6cd61,Glow,d892676d9e903173,0.0116,Tee,bfd02fb0c22db249,0.0035,Smiley,e58e9a33653c64c3,0.0026,Painted,b03030cecfcfcb89,0.0658,Average,ed6c92926d6c9293,0.5773,2269.418337005464,0.005,OEM,1515,"#1066 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
880,C:\Users\twintersx\Documents\layer.bot\finals\#880.PNG,#880,791516,4426EFD0,b49ccf61cb647033,Glow,94906ac57f943e33,0.0111,Tee,bfc02f30c32db24b,0.0058,Say Aaah,e4ce9b318f646493,0.0076,Painted,b232c1c9c93ececc,0.0345,Orange,ed6c92926d6d9292,0.0884,29539.67148340549,0.005,OEM,1515,"#880 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
599,C:\Users\twintersx\Documents\layer.bot\finals\#599.PNG,#599,1344135,B4D88EA7,a1d11e9ccdce4d31,Glow,95945ade6a4a696a,0.0116,Tee,bfc02f34c22df20b,0.0234,Big Grin,e4ce9b3969646493,0.0063,Lids,e1618e9e9e963169,0.0142,Average,ed6c92926d6c9293,0.5773,449403.29413434316,0.005,OEM,1515,"#599 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
555,C:\Users\twintersx\Documents\layer.bot\finals\#555.PNG,#555,1757427,CC0356D5,b56413c29e873d69,Flower Fun,95d72b613b607ce0,0.0241,Tin,bdc23fe4c22dd248,0.218,Bummed,e4c69b396c2626cd,0.0297,Cowboy,ad69c3c2969c3c69,0.0152,Sneeze,ec6c93926c6c9393,0.0239,7963.950699322474,0.005,OEM,1515,"#555 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
18,C:\Users\twintersx\Documents\layer.bot\finals\#18.PNG,#18,1919844,BE4A4FAD,a5cc5bd039b61c63,Curlies,ebaa56199ce64646,0.0127,Tin,bdc23fe4c22dd248,0.218,Big Grin,e4c69b3965646693,0.034,Beanie,bc34c3c31c3cc3d3,0.0138,Sneeze,ec6c93926c6c9393,0.0239,1095122.7425178115,0.005,OEM,1515,"#18 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1558,C:\Users\twintersx\Documents\layer.bot\finals\#1558.PNG,#1558,881210,5E0BBEF8,e4da8fb959666430,Glow,bafa449256ad45b1,0.0102,Tee,bfc02f30c32db24d,0.0077,Widget,e4ce9a3119c6669b,0.0044,Blank,8000000000000000,1,Magnum,ee6491916e6cb591,0.0066,438442344.13023907,0.01,Luxury,147,"#1558 is seen as LUXURY in TinMania.
There exists only 147 LUXURY Chopzies in the entire metaverse of TinMania.  
",no,,
1091,C:\Users\twintersx\Documents\layer.bot\finals\#1091.PNG,#1091,845949,A4373794,e6909b643bc88f66,Solid,8800220088002200,0.0161,Gold,ad00ff24837d836d,0.092,Tongue,e59b9a64334c6533,0.008,Tilted,b632c1c1c93ececc,0.1098,Painted,ed6c92926d6d9292,0.0884,1119.8441033668068,0.005,OEM,1515,"**#1091 is seen as OEM in TinMania.**
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",yes,0x2953399124f0cbb46d2cbacd8a89cf0599974963,60674814258320342811872185747820543606661342593621638378285444938905069551617
466,C:\Users\twintersx\Documents\layer.bot\finals\#466.PNG,#466,1366074,CA400886,823cdb3dc06ec437,Glow,94906b4f669c7873,0.0133,Tee,bfc00f34c32dd24b,0.0253,Smiley,e4c69b396d666483,0.0177,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,677.2788555904311,0.005,OEM,1515,"#466 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
301,C:\Users\twintersx\Documents\layer.bot\finals\#301.PNG,#301,1463267,52119A33,a1c63fc919b60e66,Stripez,8aeb93998b3d8c23,0.0136,Tin,bdc23fe4c22dd248,0.218,Cancer Stick,e4c69b3965663493,0.0177,Tilted,b633c1c1c83ececc,0.0122,Average,ed6c92926d6c9293,0.5773,47889.820568703675,0.005,OEM,1515,"#301 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
100% of TinMania! proceeds from the 'Cancer Stick' trait are donated to the [GO2 Foundation](https://go2foundation.org/get-involved/donate-cryptocurrency/) for Lung Cancer.",no,,
1096,C:\Users\twintersx\Documents\layer.bot\finals\#1096.PNG,#1096,740929,D3CB2788,e4c31cd32dc31db2,Solid,89ad07a50dc537cb,0.0136,Tee,bdc22db2c8e53ad0,0.0046,Tongue,e59b9a64334c6533,0.008,Lids,e0649c9e9bcb6386,0.0136,Painted,ed6c92926d6d9292,0.0884,61160.34382877452,0.005,OEM,1515,"#1096 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
546,C:\Users\twintersx\Documents\layer.bot\finals\#546.PNG,#546,759160,FE6A3DF0,bf932cc426b2c965,Solid,8800220088002200,0.0817,Tee,bfc02fb0ca2df209,0.0161,Say Aaah,e4869b69633626cd,0.012,Lids,e9698e9696963349,0.0163,Average,ed6c92926d6c9293,0.5773,106.27003854414298,0.005,OEM,1515,"#546 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1352,C:\Users\twintersx\Documents\layer.bot\finals\#1352.PNG,#1352,754185,D3310C2A,a4c33dd33dc22db0,Solid,8800220088002200,0.0139,Tee,bdc22db2c92f3ac0,0.0041,Big Grin,e4ce9b316564649b,0.0287,Blank,8000000000000000,1,Large,ea6a95916a6e9591,0.0327,30.581039755351682,0.005,OEM,1515,"#1352 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
136,C:\Users\twintersx\Documents\layer.bot\finals\#136.PNG,#136,1141692,258FED4B,94ce5b1971666437,Glow,94906bcf669c3a72,0.0094,Stellar,bdc23dc2833cc33c,0.0217,Smiley,e4c69b396c666683,0.0513,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,184.27676896484365,0.005,OEM,1515,"#136 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1074,C:\Users\twintersx\Documents\layer.bot\finals\#1074.PNG,#1074,1714908,ECD65C37,84a50b9dc366df64,Glow,95852b9e6329db64,0.0108,Gold,ad00ff24837d836d,0.092,Bummed,e4ce9b936464658e,0.0039,Blank,8000000000000000,1,Flames,c656b1a94e56b1a9,0.0041,245473.46922744586,0.005,OEM,1515,"#1074 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
298,C:\Users\twintersx\Documents\layer.bot\finals\#298.PNG,#298,1444668,1C1903F9,a5d08b9cca8ec937,Curlies,94a96b1b7c6436b1,0.0088,Tee,e79c6196c936d924,0.0193,Widget,bcc09f71e11e6037,0.0087,Lids,e1618e9e9e963169,0.0142,Large,ea6a95916a6e9591,0.0327,244726.6305645941,0.005,OEM,1515,"#298 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
328,C:\Users\twintersx\Documents\layer.bot\finals\#328.PNG,#328,2459252,3CF81E42,ac1a7d8169d60df2,Sky,a01af126ce788df3,0.0109,Tee,bdc22db2c92d32c3,0.0407,Cancer Stick,e4c69b3965663493,0.0177,Blank,8000000000000000,1,Widget,ca4ab5b5664ad549,0.0092,9972.07818109294,0.005,OEM,1515,"#328 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
100% of TinMania! proceeds from the 'Cancer Stick' trait are donated to the [GO2 Foundation](https://go2foundation.org/get-involved/donate-cryptocurrency/) for Lung Cancer.",no,,
1693,C:\Users\twintersx\Documents\layer.bot\finals\#1693.PNG,#1693,1417069,8D4C4C95,863c5a396366ec33,Glow,94926b4f661c3a73,0.0356,Tee,bfc02f30c22db2cb,0.0148,Widget,e4869b3967666631,0.0025,Tin,b03030c6cfcfcbc9,0.1923,Shower,bd3fc0c03fc2e42c,0.0052,759216521.1054237,0.01,Luxury,147,"#1693 is seen as LUXURY in TinMania.
There exists only 147 LUXURY Chopzies in the entire metaverse of TinMania.  
",no,,
394,C:\Users\twintersx\Documents\layer.bot\finals\#394.PNG,#394,773810,BD24838B,9936caccb1b0cd63,Solid,cc993366cc993366,0.0112,Shirt,b7c03dc24db22fd0,0.0233,Big Grin,e4d69a6d653464c3,0.0077,Painted,b232c1c9c93ececc,0.0345,Flower,ee6a91916e6e9191,0.0108,10284500.550097363,0.005,OEM,1515,"#394 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1595,C:\Users\twintersx\Documents\layer.bot\finals\#1595.PNG,#1595,969492,916E4CC3,9c34716de7269a61,Solid,8800220088002200,0.0145,Blue,ad04fb24937c836d,0.0936,Big Grin,e4c69b19656476c3,0.0041,Blue,b03030cecfcfcb89,0.0658,Widget,ed6d9292266c9999,0.0148,184537521.4736201,0.005,Luxury,147,"#1595 is seen as LUXURY in TinMania.
There exists only 147 LUXURY Chopzies in the entire metaverse of TinMania.  
",no,,
362,C:\Users\twintersx\Documents\layer.bot\finals\#362.PNG,#362,1454781,BCBE8769,a49d1bd82ce36c72,Glow,c59e3a682b652d74,0.012,Painted,add22dd2c23dd249,0.0156,Bummed,e4c69b396c2626cd,0.0297,Tin,b03030c6cfcfcbc9,0.1923,Hearts,e575dcd863636640,0.0156,1780698.0085471226,0.005,OEM,1515,"#362 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1538,C:\Users\twintersx\Documents\layer.bot\finals\#1538.PNG,#1538,750844,4B9ABAAE,e4c73f983926668c,Solid,8800220088002200,0.0145,Shirt,b7c83dc24db00ff0,0.0158,Smiley,e4c69a39392666cd,0.0027,Striped,b632c1c9c91ececc,0.0248,Average,ed6c92926d6c9293,0.5773,112916630.04927143,0.005,Luxury,147,"#1538 is seen as LUXURY in TinMania.
There exists only 147 LUXURY Chopzies in the entire metaverse of TinMania.  
",no,,
655,C:\Users\twintersx\Documents\layer.bot\finals\#655.PNG,#655,1808131,F20FC771,b5c61bc139c62c73,Curlies,95c52ac6298f6f0b,0.0127,Tin,bdc23fe4c22dd248,0.218,Widget,e48e9b31c7666631,0.0197,Tin,b03030c6cfcfcbc9,0.1923,Bent,ed24929b6d64929b,0.0211,89018.0437204961,0.005,OEM,1515,"#655 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
830,C:\Users\twintersx\Documents\layer.bot\finals\#830.PNG,#830,1082682,9B3980E3,e4c29b3139e68e66,Solid,8800220088002200,0.0168,Shirt,b7c83de29d620fc0,0.0211,Big Teeth,e48e9b61319e64cb,0.0032,Painted,b632c1c9c91ececc,0.0248,Average,ed6c92926d6c9293,0.5773,69.84683984957785,0.005,OEM,1515,"#830 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
855,C:\Users\twintersx\Documents\layer.bot\finals\#855.PNG,#855,1456239,4B19A9F7,b49e4bc30dc63c63,Glow,95957a5e6a5a286a,0.013,Red,ad04fb2480ff827d,0.0845,Tongue,e4ce9b31c66662c9,0.0021,Beanie,bc34c3c3983cc3d3,0.0413,Nostrildamus,e626999966669999,0.0411,45317.3779908903,0.005,OEM,1515,"#855 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1339,C:\Users\twintersx\Documents\layer.bot\finals\#1339.PNG,#1339,1333010,41E3BA5,82b7939dd02ccc2f,Glow,809124cb66b96f9f,0.0102,Tee,bfc02f30ca2db0cb,0.0093,Big Grin,e4ce9b316564649b,0.0287,Blue,b03030cecfcfcb89,0.0658,Average,ed6c92926d6c9293,0.5773,2580.9071283591547,0.005,OEM,1515,"#1339 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1507,C:\Users\twintersx\Documents\layer.bot\finals\#1507.PNG,#1507,2032743,81206A5C,c1591b34c6ce4e67,Curlies,c45729e2893afd0b,0.0125,Gold,ad00ff24837d836d,0.092,Tongue,e49e9a619b8666a3,0.0041,Flowers,f979309486cecd49,0.0108,Widget,ea5b956564b34a4a,0.0034,5775846334.763432,0.025,Classic,25,"**#1507 is seen as CLASSIC in TinMania.**
There exists only 25 CLASSIC Chopzies in the entire metaverse of TinMania.  
",yes,0x2953399124f0cbb46d2cbacd8a89cf0599974963,60674814258320342811872185747820543606661342593621638378285444936706046296065
1239,C:\Users\twintersx\Documents\layer.bot\finals\#1239.PNG,#1239,1465013,3EE583D8,86986f9865d66db0,Glow,94926b4f661c3a73,0.0356,Tee,bfd02d30c93d34d2,0.0106,Smiley,e4ce9b31646c30db,0.0089,Blue,b03030cecfcfcb89,0.0658,Average,ed6c92926d6c9293,0.5773,69761.64063298544,0.005,OEM,1515,"#1239 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1375,C:\Users\twintersx\Documents\layer.bot\finals\#1375.PNG,#1375,1162474,21467613,b6e21bc91ce61d31,Glow,bafa449256ad45b1,0.0102,Blue,ad04fb24937c836d,0.0936,Smiley,e49e9b69643630cb,0.0039,Blue,b03030cecfcfcb89,0.0658,Nozzle Port,e626999966669999,0.0411,387307.8184337088,0.005,OEM,1515,"#1375 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1629,C:\Users\twintersx\Documents\layer.bot\finals\#1629.PNG,#1629,1736116,B95A01A7,a5861b709bce6c72,Glow,95e12a96699f466c,0.0123,Blue,ad04fb24937c836d,0.0936,Tongue,e48e9a319bc66633,0.0056,Tin,b03030c6cfcfcbc9,0.1923,Hearts,e575dcd863636640,0.0156,51704355.64887115,0.005,OEM,1515,"#1629 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
54,C:\Users\twintersx\Documents\layer.bot\finals\#54.PNG,#54,815802,C761BBF7,bc922fc36db26960,Stripez,8ad02cf9c44bec3b,0.0123,Tee,acd33dc219e49b34,0.0257,Striped,e4c69b396d2466c3,0.0127,Painted,b232c1c9c93ececc,0.0345,Bent,ed24929b6d64929b,0.0211,111684.61159163414,0.005,OEM,1515,"#54 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1338,C:\Users\twintersx\Documents\layer.bot\finals\#1338.PNG,#1338,1532932,9F3758A3,b1cb1ac738c63c36,Glow,95945ade6a4a696a,0.0116,Tee,bdc02fb4c02fb04f,0.0046,Striped,e5ce9a31612c64cf,0.0033,Blue,b03030cecfcfcb89,0.0658,Average,ed6c92926d6c9293,0.5773,2269.418337005464,0.005,OEM,1515,"#1338 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
74,C:\Users\twintersx\Documents\layer.bot\finals\#74.PNG,#74,809489,43439386,9cd239c33ce64971,Solid,8800220088002200,0.0817,Tee,add23dc219e68b34,0.0223,Smiley,e4c69b396d666483,0.0177,Lids,e9698e9696963349,0.0163,Widget,ed6d9292266c9999,0.0148,4145.24954402255,0.005,OEM,1515,"#74 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
956,C:\Users\twintersx\Documents\layer.bot\finals\#956.PNG,#956,882699,53BF43FE,e4c619b839f64dc4,Solid,8800220088002200,0.0168,Red,ad04fb2480ff827d,0.0845,Bummed,e4ce9b316c3264cd,0.0026,Painted,b632c1c9c91ececc,0.0248,Shades,e3669c9863679c98,0.0127,3175.0063500127003,0.005,OEM,1515,"#956 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
68,C:\Users\twintersx\Documents\layer.bot\finals\#68.PNG,#68,1943836,9A4E137C,b5cc5bc139e42d62,Curlies,95d56ace290a6f0b,0.0225,Tin,bdc23fe4c22dd248,0.218,Tongue,e49e9b6986266633,0.013,Painted,b632c1c1c93ececc,0.1098,Sneeze,ec6c93926c6c9393,0.0239,77689.21750806383,0.005,OEM,1515,"#68 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1228,C:\Users\twintersx\Documents\layer.bot\finals\#1228.PNG,#1228,902264,E5F8FE94,a4ec9bb97066c436,Glow,bafa449256ad45b1,0.0102,Tee,bfc02f30ca2db0cb,0.0093,Smiley,e4ce9b31646c6593,0.0456,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,169.8236890460324,0.005,OEM,1515,"#1228 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",yes,0x2953399124f0cbb46d2cbacd8a89cf0599974963,60674814258320342811872185747820543606661342593621638378285444953198720712705
654,C:\Users\twintersx\Documents\layer.bot\finals\#654.PNG,#654,1291838,AB095267,e6d6939999c60d26,Curlies,fc7788e0199aad0b,0.0109,Tee,bfc02f30c22db2cb,0.0148,Widget,e4c69b396c2666c3,0.0107,Painted,b030308bcbcbcfce,0.0078,Large,ea6a95916a6e9591,0.0327,24303534.10910603,0.005,OEM,1515,"#654 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1656,C:\Users\twintersx\Documents\layer.bot\finals\#1656.PNG,#1656,924910,F24F044E,a4fecb895926c626,Glow,bafa449256ad45b1,0.0102,Tee,bfd02f34c22df209,0.0058,Smiley,e4869b396d666683,0.0041,Painted,b632c1c1c93ececc,0.1098,Average,ed6c92926d6c9293,0.5773,65040531.31468961,0.005,OEM,1515,"#1656 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
782,C:\Users\twintersx\Documents\layer.bot\finals\#782.PNG,#782,968177,370C8C07,a4cc9bb16bc62c36,Stripez,aaef10c1cc7dcc26,0.0139,Tee,bfc02f34c22df20b,0.0234,Say Aaah,e48e9b31672c6663,0.0083,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,5325.590691353164,0.005,OEM,1515,"#782 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
50,C:\Users\twintersx\Documents\layer.bot\finals\#50.PNG,#50,1307183,8A4A4CC7,8cc49bf13bc64c63,Glow,8080bf2ec2fb95cb,0.0136,Tin,bdc23fe4c22dd248,0.218,Tongue,e48e9b3986666633,0.011,Blank,8000000000000000,1,Average,ed6c92926d6c9293,0.5773,584.2558109381849,0.005,OEM,1515,"#50 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
198,C:\Users\twintersx\Documents\layer.bot\finals\#198.PNG,#198,1381505,1A4A2BE,e2c29f8439636e6c,Solid,89ad03a50dc727cf,0.0103,Shirt,b7c83de29d620fc0,0.0211,Bummed,e4c69b396d3232cc,0.0053,Blank,8000000000000000,1,Widget,ca4ab5b5664ad549,0.0092,10552.975939214859,0.005,OEM,1515,"#198 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1137,C:\Users\twintersx\Documents\layer.bot\finals\#1137.PNG,#1137,1126010,9E8BF74F,a6c639d33b8c4c27,Stripez,8ad02cf9c44bec3b,0.0123,Shirt,afd02fb4c22dd249,0.0109,Say Aaah,e48e9b61679c6661,0.0124,Painted,b430309bcbcbcecc,0.0039,Average,ed6c92926d6c9293,0.5773,12920.128502047664,0.005,OEM,1515,"#1137 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
704,C:\Users\twintersx\Documents\layer.bot\finals\#704.PNG,#704,973469,13CF5595,a0ce8ee433b31dc6,Stripz,826da05d862ffa2b,0.013,Shirt,b7c83dc249b22fd0,0.0217,Smiley,e4939b6d663231c3,0.005,Lids,e0649c9e9bcb6386,0.0136,Average,ed6c92926d6c9293,0.5773,9797.520521886485,0.005,OEM,1515,"#704 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
976,C:\Users\twintersx\Documents\layer.bot\finals\#976.PNG,#976,1080840,CBCB7A32,e62c938df066d067,Stripz,a87da2afe606846b,0.0106,Tee,bfc02f34c22db0cb,0.0032,Happy,e4c69b39646672c3,0.0021,Painted,b232c1c9c93ececc,0.0345,Average,ed6c92926d6c9293,0.5773,4736.673853621904,0.005,OEM,1515,"#976 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
547,C:\Users\twintersx\Documents\layer.bot\finals\#547.PNG,#547,1683025,6D705934,a6c41be13fc60c73,Curlies,ebaa56199ce64646,0.0127,Tin,bdc23fe4c22dd248,0.218,Tongue,e48e9b7986266633,0.0057,Tin,b03030c6cfcfcbc9,0.1923,Average,ed6c92926d6c9293,0.5773,3253.560925866045,0.005,OEM,1515,"#547 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1389,C:\Users\twintersx\Documents\layer.bot\finals\#1389.PNG,#1389,798070,F5991EF5,c827633c981ec76d,Solid,8800220088002200,0.0145,Tee,bfd02f34c22df209,0.0058,Big Grin,e4ce9b3199c6648e,0.003,Painted,b632c1c1c93ececc,0.1098,Average,ed6c92926d6c9293,0.5773,62528621.13977745,0.005,OEM,1515,"#1389 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
873,C:\Users\twintersx\Documents\layer.bot\finals\#873.PNG,#873,1486239,990FA5E0,b1c99cc4b6c69cb2,Stripez,aaef10c1cc7dcc26,0.0139,Tee,bfc02f30c22fb0cb,0.0058,Red,f492de6d61363093,0.0034,Poppies,f9694c86969696b2,0.0109,Average,ed6c92926d6c9293,0.5773,11432.91946584074,0.005,OEM,1515,"#873 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
872,C:\Users\twintersx\Documents\layer.bot\finals\#872.PNG,#872,1612452,23B4FD24,f09b0e29cd6e3133,Curlies,c45729e2893afd0b,0.0125,Tee,bdc22f32cb2d30c3,0.0045,Widget,e4ce9b318b66249b,0.0039,Tilted,b232c1c9c83ececd,0.0294,Average,ed6c92926d6c9293,0.5773,4713.473818420492,0.005,OEM,1515,"#872 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1200,C:\Users\twintersx\Documents\layer.bot\finals\#1200.PNG,#1200,926731,3912833C,bdc661ca3d904f62,Solid,8800220088002200,0.0161,Shirt,b5c23dc22db20ff0,0.007,Smiley,e4ce9a33656c64c3,0.0128,Tilted,b632c1c1c93ececc,0.1098,Magnum,ee6491914e66b599,0.0142,91624.42780544836,0.005,OEM,1515,"#1200 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
271,C:\Users\twintersx\Documents\layer.bot\finals\#271.PNG,#271,880319,70B7053C,c41c5b397326cc67,Glow,95946a6a6a286f6d,0.0106,Tee,bfc02f34c22df20b,0.0234,Smiley,e4c69b396d666483,0.0177,Blank,8000000000000000,1,Bent,ed24929b6d64929b,0.0211,191071.45996173986,0.005,OEM,1515,"#271 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
337,C:\Users\twintersx\Documents\layer.bot\finals\#337.PNG,#337,1145840,74E8FCA6,a5cc1bb039e66c63,Glow,94906ac57f943e33,0.0111,Tin,bdc23fe4c22dd248,0.218,Big Grin,e4ce9b316d646493,0.0117,Blank,8000000000000000,1,Widget,e9699296266c9b99,0.0183,22582.36579187098,0.005,OEM,1515,"#337 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
970,C:\Users\twintersx\Documents\layer.bot\finals\#970.PNG,#970,784199,4159C0CA,cc37b339c8cec426,Solid,cc993366cc993366,0.0112,Shirt,b7c83dd2c9302fd0,0.0042,Bummed,a4ce9b316c9274cd,0.0068,Blank,8000000000000000,1,Shower,ec9393646c93936c,0.0039,22893.772893772897,0.005,OEM,1515,"#970 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1226,C:\Users\twintersx\Documents\layer.bot\finals\#1226.PNG,#1226,2016784,24BB0B50,95911ed62cce6c72,Glow,95947a5e6a5a296a,0.0114,Tee,bdc22db2c92f3ac0,0.0041,Smiley,e4ce9b31646c30db,0.0089,Flowers,f979309486cecd49,0.0108,Hearts,e575dcd863636640,0.0156,520651.10544642713,0.005,OEM,1515,"#1226 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
1054,C:\Users\twintersx\Documents\layer.bot\finals\#1054.PNG,#1054,1103268,409BD393,86347b697326cc63,Glow,94906bcf669c3a72,0.0094,Gold,ad00ff24837d836d,0.092,Smiley,e5ce9a33652c64c3,0.0176,Blank,8000000000000000,1,Bent,ed2692d96c2693c9,0.0078,148248.29810953772,0.005,OEM,1515,"#1054 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
778,C:\Users\twintersx\Documents\layer.bot\finals\#778.PNG,#778,1579916,ED3A33A,b4c80fe579c66926,Glow,80ff26c936996897,0.0116,Tin,bdc23fe4c22dd248,0.218,Widget,bcc09f71e11e6037,0.0087,Painted,b632c1c1c93ececc,0.1098,Magnum,ee6491914e66b599,0.0142,253626.6192020478,0.005,OEM,1515,"#778 is seen as OEM in TinMania.
There exists only 1515 OEM Chopzies in the entire metaverse of TinMania.  
",no,,
